date,return,exposure,turnover,strategy_return
2001-04-25,0.00508745135438278,1.0,0.0,0.00508745135438278
2001-04-27,0.01822803454445323,1.0,0.0,0.01822803454445323
2001-05-02,0.0185133334488699,1.0,0.0,0.0185133334488699
2001-05-04,0.01486903437215015,1.0,0.0,0.01486903437215015
2001-05-07,0.019093658815579603,1.0,0.0,0.019093658815579603
2001-05-09,0.017865462721645086,1.0,0.0,0.017865462721645086
2001-05-11,0.01897699272067346,1.0,0.0,0.01897699272067346
2001-05-14,0.01834396012497255,1.0,0.0,0.01834396012497255
2001-05-16,0.018562660715158986,1.0,0.0,0.018562660715158986
2001-05-18,0.017954780481026965,1.0,0.0,0.017954780481026965
2001-05-21,0.01737314843890475,1.0,0.0,0.01737314843890475
2001-05-23,0.01785761740000647,1.0,0.0,0.01785761740000647
2001-05-25,0.017288522464452873,1.0,0.0,0.017288522464452873
2001-05-28,0.01674316129547759,1.0,0.0,0.01674316129547759
2001-05-30,0.01696224255233868,1.0,0.0,0.01696224255233868
2001-06-01,0.016436037849509377,1.0,0.0,0.016436037849509377
2001-06-04,0.016409634626230917,1.0,0.0,0.016409634626230917
2001-06-06,0.01614470014669037,1.0,0.0,0.01614470014669037
2001-06-08,0.004699256768094409,1.0,0.0,0.004699256768094409
2001-06-11,0.0032763895445465092,0.25,0.75,0.002526389544546509
2001-06-13,0.06380811426849088,0.0,0.25,0.01570202856712272
2001-06-15,0.06389440755945254,0.0,0.0,0.0
2001-06-18,0.06430715569482387,0.0,0.0,0.0
2001-06-20,0.06530953119889571,0.0,0.0,0.0
2001-06-22,0.016837223836230465,0.0,0.0,0.0
2001-06-25,0.014109581516319773,0.0,0.0,0.0
2001-06-27,-0.07093370790773834,0.0,0.0,-0.0
2001-06-29,-0.061247583254112434,0.0,0.0,-0.0
2001-07-02,-0.018356541661226657,0.0,0.0,-0.0
2001-07-04,0.0430345287735276,0.0,0.0,0.0
2001-07-06,-0.01949456242854111,0.0,0.0,-0.0
2001-07-09,-0.0659579677917974,0.0,0.0,-0.0
2001-07-11,-0.07656180053740091,0.0,0.0,-0.0
2001-07-13,-0.04598511324182338,0.0,0.0,-0.0
2001-07-16,-0.012320484388040624,0.0,0.0,-0.0
2001-07-18,0.06288121760099606,0.0,0.0,0.0
2001-07-20,0.06323945813591697,0.0,0.0,0.0
2001-07-23,-0.0627830455310064,0.0,0.0,-0.0
2001-07-25,0.028341978002274882,0.0,0.0,0.0
2001-07-27,-0.012272830603771274,0.0,0.0,-0.0
2001-07-30,-0.05278330802603867,0.0,0.0,-0.0
2001-08-01,-0.06578584704867142,0.25,0.25,-0.00025
2001-08-03,-0.06204752446121344,0.0,0.25,-0.01576188111530336
2001-08-06,-0.05842491814121133,0.0,0.0,-0.0
2001-08-08,0.06325454920855533,0.0,0.0,0.0
2001-08-10,0.053672688363932144,0.0,0.0,0.0
2001-08-13,-0.06796057126760012,0.0,0.0,-0.0
2001-08-15,-0.06738445310654154,0.0,0.0,-0.0
2001-08-17,-0.06758313578619528,0.0,0.0,-0.0
2001-08-20,-0.06284118471964367,0.25,0.25,-0.00025
2001-08-22,0.0603520732913768,0.25,0.0,0.0150880183228442
2001-08-24,-0.06765864847381481,0.0,0.25,-0.017164662118453702
2001-08-27,-0.07042246429654582,0.25,0.25,-0.00025
2001-08-29,-0.0673082091695338,0.25,0.0,-0.01682705229238345
2001-08-31,0.059408706690609686,0.25,0.0,0.014852176672652422
2001-09-05,0.06624938554120066,0.25,0.0,0.016562346385300165
2001-09-07,0.03774032798284711,0.25,0.0,0.009435081995711778
2001-09-10,-0.07136270601070738,0.25,0.0,-0.017840676502676844
2001-09-12,-0.006651521110079683,0.25,0.0,-0.0016628802775199207
2001-09-14,-0.03612050095012109,0.25,0.0,-0.009030125237530273
2001-09-17,-0.03144331535022713,0.25,0.0,-0.007860828837556783
2001-09-19,0.02706374630620553,0.25,0.0,0.006765936576551382
2001-09-21,-0.0051338579938518215,0.25,0.0,-0.0012834644984629554
2001-09-24,-0.04588996205949811,0.25,0.0,-0.011472490514874527
2001-09-26,-0.03965190695077177,0.25,0.0,-0.009912976737692942
2001-09-28,-0.021044888370800777,0.25,0.0,-0.005261222092700194
2001-10-01,-0.06505671945547689,0.25,0.0,-0.016264179863869223
2001-10-03,-0.06678168697991842,0.25,0.0,-0.016695421744979604
2001-10-05,-0.05367843389319243,0.25,0.0,-0.013419608473298107
2001-10-08,0.06665960829790724,0.25,0.0,0.01666490207447681
2001-10-10,0.018709192763933496,0.25,0.0,0.004677298190983374
2001-10-12,0.01836557779001905,0.25,0.0,0.004591394447504763
2001-10-15,0.01759834242566005,0.25,0.0,0.004399585606415012
2001-10-17,0.018150887245093235,0.25,0.0,0.004537721811273309
2001-10-19,0.017406510379537773,0.25,0.0,0.004351627594884443
2001-10-22,0.018349138668196617,0.25,0.0,0.004587284667049154
2001-10-24,0.01801850550267843,0.25,0.0,0.004504626375669608
2001-10-26,0.017699577099400857,0.25,0.0,0.004424894274850214
2001-10-29,0.01895791374461399,0.25,0.0,0.004739478436153497
2001-10-31,0.01822108949713994,0.25,0.0,0.004555272374284985
2001-11-02,0.017895013985702535,0.5,0.25,0.0042237534964256335
2001-11-05,0.017951117787433427,0.25,0.25,0.008725558893716713
2001-11-07,0.018726451397544416,0.25,0.0,0.004681612849386104
2001-11-09,0.018382207998049748,0.25,0.0,0.004595551999512437
2001-11-12,0.018050392749376726,0.25,0.0,0.0045125981873441814
2001-11-14,0.018763580373339497,0.25,0.0,0.004690895093334874
2001-11-16,0.018755878032094497,0.25,0.0,0.004688969508023624
2001-11-19,0.017082981163627955,0.25,0.0,0.004270745290906989
2001-11-21,-0.016745200380142523,0.0,0.25,-0.004436300095035631
2001-11-23,-0.01325873579094655,0.0,0.0,-0.0
2001-11-26,0.015956882453114926,0.0,0.0,0.0
2001-11-28,-0.013222772752646734,0.0,0.0,-0.0
2001-11-30,-0.015477523068913061,0.0,0.0,-0.0
2001-12-03,-0.019248188304916578,0.0,0.0,-0.0
2001-12-05,-0.013876757100961035,0.0,0.0,-0.0
2001-12-07,-0.012982511949307418,0.0,0.0,-0.0
2001-12-10,-0.014257232908428055,0.0,0.0,-0.0
2001-12-12,-0.014089962427468992,0.0,0.0,-0.0
2001-12-14,-0.018086401079307653,0.0,0.0,-0.0
2001-12-17,-0.0149399446097002,0.0,0.0,-0.0
2001-12-19,-0.04661191304069377,0.0,0.0,-0.0
2001-12-21,0.01445227884500613,0.0,0.0,0.0
2001-12-24,-0.011222562674621314,0.25,0.25,-0.00025
2001-12-26,-0.02159383151241211,0.25,0.0,-0.0053984578781030275
2001-12-28,-0.01452006427101559,0.25,0.0,-0.0036300160677538973
2001-12-31,-0.01643180008815131,0.25,0.0,-0.004107950022037827
2002-01-02,-0.015842763387845942,0.25,0.0,-0.0039606908469614855
2002-01-04,-0.016975380425248647,0.0,0.25,-0.004493845106312162
2002-01-07,-0.00837562753912425,0.25,0.25,-0.00025
2002-01-09,-0.013369183082134401,0.25,0.0,-0.0033422957705336004
2002-01-11,-0.01673868531796276,0.25,0.0,-0.00418467132949069
2002-01-14,-0.02307439706021209,0.25,0.0,-0.005768599265053022
2002-01-16,-0.016474837203505097,0.25,0.0,-0.004118709300876274
2002-01-18,-0.018683178175869182,0.0,0.25,-0.004920794543967296
2002-01-21,-0.017069421999973078,0.25,0.25,-0.00025
2002-01-23,0.013193448155280127,0.25,0.0,0.003298362038820032
2002-01-28,0.02303364787762613,0.25,0.0,0.005758411969406532
2002-01-30,-0.01529666537547376,0.25,0.0,-0.00382416634386844
2002-02-01,-0.015045175808877105,0.25,0.0,-0.0037612939522192763
2002-02-04,-0.0034288546942318906,0.25,0.0,-0.0008572136735579726
2002-02-06,0.007820176705833386,0.0,0.25,0.0017050441764583466
2002-02-08,-0.0009741841978434859,0.0,0.0,-0.0
2002-02-18,-0.011271866464845284,0.0,0.0,-0.0
2002-02-20,-0.016899010501850966,0.25,0.25,-0.00025
2002-02-22,-0.014643028616852048,0.25,0.0,-0.003660757154213012
2002-02-25,-0.014344508256400252,0.25,0.0,-0.003586127064100063
2002-02-27,-0.014029848210438555,0.25,0.0,-0.0035074620526096387
2002-03-01,0.012997323596249336,1.0,0.75,0.0024993308990623343
2002-03-04,-0.013520746795846696,1.0,0.0,-0.013520746795846696
2002-03-05,-0.01476820089535072,1.0,0.0,-0.01476820089535072
2002-03-06,-0.013372758792619139,1.0,0.0,-0.013372758792619139
2002-03-07,-0.013554016118630269,1.0,0.0,-0.013554016118630269
2002-03-08,-0.010977058631150907,1.0,0.0,-0.010977058631150907
2002-03-11,-0.002763196010696104,1.0,0.0,-0.002763196010696104
2002-03-12,0.012101357798637332,1.0,0.0,0.012101357798637332
2002-03-13,0.015192912961840114,1.0,0.0,0.015192912961840114
2002-03-14,0.017614546700982305,1.0,0.0,0.017614546700982305
2002-03-15,0.017829523171963745,1.0,0.0,0.017829523171963745
2002-03-18,-0.01097476392950224,1.0,0.0,-0.01097476392950224
2002-03-19,-0.016958541022059948,1.0,0.0,-0.016958541022059948
2002-03-20,0.010632742384367988,1.0,0.0,0.010632742384367988
2002-03-21,0.0010570825508654839,1.0,0.0,0.0010570825508654839
2002-03-22,-0.008488114622814198,1.0,0.0,-0.008488114622814198
2002-03-25,0.005313508782041424,1.0,0.0,0.005313508782041424
2002-03-26,0.01733691965327716,0.25,0.75,0.01658691965327716
2002-03-27,0.01601687560128395,0.25,0.0,0.004004218900320987
2002-03-28,0.014249604979454477,0.25,0.0,0.003562401244863619
2002-03-29,0.011555014272600049,0.25,0.0,0.0028887535681500123
2002-04-01,0.014381601705218799,0.25,0.0,0.0035954004263046998
2002-04-02,0.0004922471179877125,1.0,0.75,-0.0006269382205030719
2002-04-03,-0.004933409117955777,1.0,0.0,-0.004933409117955777
2002-04-04,-0.0039643263019089985,0.25,0.75,-0.004714326301908998
2002-04-05,-0.012993686061988185,0.25,0.0,-0.003248421515497046
2002-04-08,-0.0015101940952286508,0.25,0.0,-0.0003775485238071627
2002-04-09,0.010025146619378865,1.0,0.75,0.0017562866548447161
2002-04-10,0.0014951410709503161,0.25,0.75,0.0007451410709503161
2002-04-11,-0.0019940186068643953,0.25,0.0,-0.0004985046517160988
2002-04-12,-0.0034991287889402384,0.25,0.0,-0.0008747821972350596
2002-04-15,0.003499128788940382,0.25,0.0,0.0008747821972350955
2002-04-16,-0.010030174359937357,0.25,0.0,-0.0025075435899843393
2002-04-17,-0.0065739806920979355,0.25,0.0,-0.0016434951730244839
2002-04-18,0.011100013060074625,0.25,0.0,0.002775003265018656
2002-04-19,0.010481753065712786,0.25,0.0,0.0026204382664281965
2002-04-22,-0.001490683505855574,0.25,0.0,-0.0003726708764638935
2002-04-23,0.00841797493842172,0.25,0.0,0.00210449373460543
2002-04-24,0.014198524941883185,0.25,0.0,0.003549631235470796
2002-04-25,0.006782971742627099,0.25,0.0,0.0016957429356567748
2002-04-26,0.006737272837317658,0.25,0.0,0.0016843182093294144
2002-05-02,0.004784698123336253,0.0,0.25,0.0009461745308340633
2002-05-03,0.01609883253724139,0.25,0.25,-0.00025
2002-05-06,0.006087586114214454,0.25,0.0,0.0015218965285536134
2002-05-07,-0.017899677150093534,0.25,0.0,-0.0044749192875233835
2002-05-08,-0.015808712462016414,0.25,0.0,-0.0039521781155041034
2002-05-09,0.008175087606945188,0.25,0.0,0.002043771901736297
2002-05-10,0.0147376092657698,0.25,0.0,0.00368440231644245
2002-05-13,-0.010913512827366311,0.25,0.0,-0.0027283782068415778
2002-05-14,0.0014302743797003266,0.25,0.0,0.00035756859492508164
2002-05-15,-0.00047653086439047626,0.25,0.0,-0.00011913271609761907
2002-05-16,-0.0033420895276090115,0.25,0.0,-0.0008355223819022529
2002-05-17,0.003342089527608973,0.25,0.0,0.0008355223819022432
2002-05-20,-0.0081359625626081,0.25,0.0,-0.002033990640652025
2002-05-21,0.0038369351629313725,0.25,0.0,0.0009592337907328431
2002-05-22,0.0038222693453541894,0.25,0.0,0.0009555673363385473
2002-05-23,-0.003822269345354041,0.25,0.0,-0.0009555673363385103
2002-05-24,-0.004317588861202132,0.25,0.0,-0.001079397215300533
2002-05-27,-0.008206659624111805,0.25,0.0,-0.0020516649060279514
2002-05-28,-0.006321440938797967,0.25,0.0,-0.0015803602346994917
2002-05-29,-0.0063616559056480495,0.25,0.0,-0.0015904139764120124
2002-05-30,0.0004907975558645245,0.25,0.0,0.00012269938896613113
2002-05-31,0.016062647612913948,0.25,0.0,0.004015661903228487
2002-06-03,0.0033743102635886498,0.25,0.0,0.0008435775658971624
2002-06-04,-0.010157282006215665,0.25,0.0,-0.0025393205015539163
2002-06-05,-0.0009727627226221707,0.25,0.0,-0.00024319068065554268
2002-06-06,-0.00194836885795439,0.25,0.0,-0.0004870922144885975
2002-06-07,-0.009799196491995881,0.25,0.0,-0.0024497991229989703
2002-06-10,0.008823586658515025,0.25,0.0,0.0022058966646287563
2002-06-11,-0.006856050362204448,0.25,0.0,-0.001714012590551112
2002-06-12,0.0014731159059748053,0.25,0.0,0.0003682789764937013
2002-06-13,-0.0073873766149246565,0.25,0.0,-0.0018468441537311641
2002-06-14,-0.0074423563561256375,0.25,0.0,-0.0018605890890314094
2002-06-17,-0.015052968628962377,0.25,0.0,-0.0037632421572405942
2002-06-18,-0.011184661587894818,0.25,0.0,-0.0027961653969737045
2002-06-19,-0.018055687826206042,0.25,0.0,-0.0045139219565515105
2002-06-20,0.006227316439774414,0.25,0.0,0.0015568291099436035
2002-06-21,0.018452599430794622,0.25,0.0,0.004613149857698656
2002-06-24,0.01811826110154396,0.25,0.0,0.00452956527538599
2002-06-25,0.0094316906666867,0.25,0.0,0.002357922666671675
2002-06-26,-0.009431690666686605,0.25,0.0,-0.002357922666671651
2002-06-27,-0.004498882869260352,0.25,0.0,-0.001124720717315088
2002-06-28,0.012447260532211657,0.25,0.0,0.003111815133052914
2002-07-01,-0.008946381737802636,0.0,0.25,-0.002486595434450659
2002-07-02,-0.0019990011654182037,0.25,0.25,-0.00025
2002-07-03,-0.001501877628990784,0.0,0.25,-0.000625469407247696
2002-07-04,0.000500876544405849,0.25,0.25,-0.00025
2002-07-05,0.003998006324854393,0.25,0.0,0.0009995015812135982
2002-07-08,-0.0014973798655037282,0.25,0.0,-0.00037434496637593205
2002-07-09,-0.0060120421566277225,0.25,0.0,-0.0015030105391569306
2002-07-10,-0.008579411695922625,0.25,0.0,-0.0021448529239806564
2002-07-11,-0.0005069708600346835,0.25,0.0,-0.00012674271500867087
2002-07-12,0.005058179727352525,0.25,0.0,0.0012645449318381312
2002-07-15,-0.004044494896506303,0.0,0.25,-0.0012611237241265758
2002-07-16,-0.0030441423812281325,0.0,0.0,-0.0
2002-07-17,-0.012784628234758639,0.0,0.0,-0.0
2002-07-18,-0.0098268181517883,0.25,0.25,-0.00025
2002-07-19,-0.00625653761430526,0.25,0.0,-0.001564134403576315
2002-07-22,0.011440582401893138,0.25,0.0,0.0028601456004732845
2002-07-23,0.01742740159895912,0.0,0.25,0.00410685039973978
2002-07-24,0.003044142381228052,0.0,0.0,0.0
2002-07-25,-0.014799963940880222,0.0,0.0,-0.0
2002-07-26,0.006661567037909156,0.0,0.0,0.0
2002-07-29,-0.0030690561174179947,0.0,0.0,-0.0
2002-07-30,0.008671311666087802,0.0,0.0,0.0
2002-07-31,0.0035487996686876157,0.0,0.0,0.0
2002-08-01,-0.002533571155092959,0.0,0.0,-0.0
2002-08-02,-0.010198966529608992,0.0,0.0,-0.0
2002-08-05,-0.007201677216115314,0.25,0.25,-0.00025
2002-08-06,0.0030927859704443757,0.0,0.25,0.0005231964926110939
2002-08-07,-0.0010298662084299258,0.25,0.25,-0.00025
2002-08-08,-0.0036129071557705443,0.25,0.0,-0.0009032267889426361
2002-08-09,-0.004664429291355043,0.25,0.0,-0.0011661073228387607
2002-08-12,-0.005208345107138235,0.25,0.0,-0.0013020862767845589
2002-08-13,-0.008916922444873167,0.25,0.0,-0.0022292306112182917
2002-08-14,-0.005812433801323111,0.25,0.0,-0.0014531084503307777
2002-08-15,0.004758137446417018,0.25,0.0,0.0011895343616042545
2002-08-16,0.01101506023067744,0.0,0.25,0.0025037650576693604
2002-08-20,-0.0036582220049689172,0.0,0.0,-0.0
2002-08-21,-0.0005236973149278709,0.25,0.25,-0.00025
2002-08-22,0.0,0.25,0.0,0.0
2002-08-23,-0.0036735806204120933,0.25,0.0,-0.0009183951551030233
2002-08-26,-0.0010520779508037803,0.0,0.25,-0.0005130194877009451
2002-08-27,-0.003691013945208924,0.0,0.0,-0.0
2002-08-28,0.006319136351478532,0.25,0.25,-0.00025
2002-08-29,0.004190681879451647,0.25,0.0,0.0010476704698629117
2002-08-30,0.002088773605391463,0.25,0.0,0.0005221934013478658
2002-09-03,-0.001566171032744835,0.25,0.0,-0.00039154275818620873
2002-09-04,-0.004188487798752247,0.25,0.0,-0.0010471219496880617
2002-09-05,-0.0005247966533460907,0.25,0.0,-0.00013119916333652267
2002-09-06,-0.0005250722094907299,0.25,0.0,-0.00013126805237268248
2002-09-09,-0.0010509722459751153,0.25,0.0,-0.00026274306149377883
2002-09-10,-0.0015785322930496155,0.0,0.25,-0.0006446330732624039
2002-09-11,-0.00263643706626234,0.0,0.0,-0.0
2002-09-12,-0.0015852050875661409,0.0,0.0,-0.0
2002-09-13,-0.002117523289907317,0.0,0.0,-0.0
2002-09-16,0.0,0.0,0.0,0.0
2002-09-17,-0.00958473791298729,0.0,0.0,-0.0
2002-09-18,-0.010217889383192406,0.25,0.25,-0.00025
2002-09-19,-0.0016229378731306362,0.25,0.0,-0.00040573446828265906
2002-09-20,-0.004884677283607461,0.25,0.0,-0.0012211693209018652
2002-09-23,-0.008194528236969355,0.25,0.0,-0.0020486320592423388
2002-09-24,-0.013252540728129989,0.25,0.0,-0.003313135182032497
2002-09-25,0.009955834445638046,0.0,0.25,0.0022389586114095117
2002-09-26,0.010947016818954448,0.0,0.0,0.0
2002-09-27,-0.00600602406021181,0.0,0.0,-0.0
2002-09-30,-0.0027419814273057968,0.0,0.0,-0.0
2002-10-01,0.0049301661078588075,0.0,0.0,0.0
2002-10-02,-0.0010934938213712185,0.0,0.0,-0.0
2002-10-03,0.003276900802314791,0.0,0.0,0.0
2002-10-04,-0.004919386799818328,0.0,0.0,-0.0
2002-10-07,-0.004393197620420765,0.0,0.0,-0.0
2002-10-08,-0.009400124511915018,0.0,0.0,-0.0
2002-10-09,-0.00668898815079654,0.25,0.25,-0.00025
2002-10-10,0.0016764463272521306,0.25,0.0,0.00041911158181303265
2002-10-11,0.0011160715444211294,0.0,0.25,2.9017886105282354e-05
2002-10-14,0.004451871570823175,0.0,0.0,0.0
2002-10-15,0.0027723888009746483,0.0,0.0,0.0
2002-10-16,-0.002772388800974688,0.0,0.0,-0.0
2002-10-17,-0.002223458392397036,0.0,0.0,-0.0
2002-10-18,-0.006140125347114697,0.0,0.0,-0.0
2002-10-21,0.0005597537229836532,0.0,0.0,0.0
2002-10-22,0.003909527459313534,0.0,0.0,0.0
2002-10-23,-0.0016736405580297597,0.0,0.0,-0.0
2002-10-24,-0.0011173185519925367,0.25,0.25,-0.00025
2002-10-25,-0.0005591277752596985,0.25,0.0,-0.00013978194381492463
2002-10-28,0.0,0.25,0.0,0.0
2002-10-29,-0.005046268067624384,0.25,0.0,-0.001261567016906096
2002-10-30,-0.0016877641137198521,0.25,0.0,-0.00042194102842996303
2002-10-31,0.0,0.25,0.0,0.0
2002-11-01,-0.0016906174779074388,0.25,0.0,-0.0004226543694768597
2002-11-04,-0.003955924910302677,0.25,0.0,-0.0009889812275756694
2002-11-05,-0.009101314246345525,0.25,0.0,-0.002275328561586381
2002-11-06,-0.0011435107020789379,0.25,0.0,-0.00028587767551973447
2002-11-07,-0.0011448198159333073,0.25,0.0,-0.0002862049539833268
2002-11-08,0.0017167386190545491,0.25,0.0,0.0004291846547636373
2002-11-11,0.001713796477734598,0.25,0.0,0.0004284491194336495
2002-11-12,0.0005706134248978815,0.25,0.0,0.00014265335622447038
2002-11-13,0.0017098892738274267,0.25,0.0,0.00042747231845685667
2002-11-14,-0.0011396012629335626,0.25,0.0,-0.00028490031573339064
2002-11-15,0.0022779053129940888,0.25,0.0,0.0005694763282485222
2002-11-18,-0.0005689900580251979,0.25,0.0,-0.00014224751450629949
